,text,code,task_id,test_list
10,Write a python function to remove first and last occurrence of a given character from the string.,"```java
public class Main {
    public static String[] removeOcc(String s, char ch) {
        for (int i = 0; i < s.length(); i++) {
            if (s.charAt(i) == ch) {
                s = s.substring(0, i) + s.substring(i + 1);
                break;
            }
        }
        for (int i = s.length() - 1; i >= 0; i--) {
            if (s.charAt(i) == ch) {
                s = s.substring(0, i) + s.substring(i + 1);
                break;
            }
        }
        return new String[]{s};
    }
}
```",11,"```java
assert remove_Occ(""hello"", ""l"").equals(""heo"");
assert remove_Occ(""abcda"", ""a"").equals(""bcd"");
assert remove_Occ(""PHP"", ""P"").equals(""H"");
```"
11,Write a function to sort a given matrix in ascending order according to the sum of its rows.,"```java
import java.util.Arrays;
import java.util.Comparator;

public class MatrixSorter {
    public static int[][] sortMatrix(int[][] M) {
        Arrays.sort(M, Comparator.comparingInt(arr -> Arrays.stream(arr).sum()));
        return M;
    }
}
```",12,"```java
assert Arrays.deepEquals(sortMatrix(new int[][]{{1, 2, 3}, {2, 4, 5}, {1, 1, 1}}), new int[][]{{1, 1, 1}, {1, 2, 3}, {2, 4, 5}});
assert Arrays.deepEquals(sortMatrix(new int[][]{{1, 2, 3}, {-2, 4, -5}, {1, -1, 1}}), new int[][]{{-2, 4, -5}, {1, -1, 1}, {1, 2, 3}});
assert Arrays.deepEquals(sortMatrix(new int[][]{{5, 8, 9}, {6, 4, 3}, {2, 1, 4}}), new int[][]{{2, 1, 4}, {6, 4, 3}, {5, 8, 9}});
```"
12,Write a function to count the most common words in a dictionary.,"```java
import java.util.*;
import java.util.stream.Collectors;

public class Main {
    public static List<Map.Entry<String, Integer>> countCommon(List<String> words) {
        Map<String, Integer> wordCounts = new HashMap<>();
        for (String word : words) {
            wordCounts.put(word, wordCounts.getOrDefault(word, 0) + 1);
        }
        return wordCounts.entrySet()
                         .stream()
                         .sorted(Map.Entry.comparingByValue(Comparator.reverseOrder()))
                         .limit(4)
                         .collect(Collectors.toList());
    }
}
```",13,"```java
import java.util.*;
import java.util.stream.Collectors;

public class Main {
    public static void main(String[] args) {
        assert countCommon(Arrays.asList(""red"", ""green"", ""black"", ""pink"", ""black"", ""white"", ""black"", ""eyes"", ""white"", ""black"", ""orange"", ""pink"", ""pink"", ""red"", ""red"", ""white"", ""orange"", ""white"", ""black"", ""pink"", ""green"", ""green"", ""pink"", ""green"", ""pink"", ""white"", ""orange"", ""orange"", ""red""))
            .equals(Arrays.asList(new AbstractMap.SimpleEntry<>(""pink"", 6), new AbstractMap.SimpleEntry<>(""black"", 5), new AbstractMap.SimpleEntry<>(""white"", 5), new AbstractMap.SimpleEntry<>(""red"", 4)));

        assert countCommon(Arrays.asList(""one"", ""two"", ""three"", ""four"", ""five"", ""one"", ""two"", ""one"", ""three"", ""one""))
            .equals(Arrays.asList(new AbstractMap.SimpleEntry<>(""one"", 4), new AbstractMap.SimpleEntry<>(""two"", 2), new AbstractMap.SimpleEntry<>(""three"", 2), new AbstractMap.SimpleEntry<>(""four"", 1)));

        assert countCommon(Arrays.asList(""Facebook"", ""Apple"", ""Amazon"", ""Netflix"", ""Google"", ""Apple"", ""Netflix"", ""Amazon""))
            .equals(Arrays.asList(new AbstractMap.SimpleEntry<>(""Apple"", 2), new AbstractMap.SimpleEntry<>(""Amazon"", 2), new AbstractMap.SimpleEntry<>(""Netflix"", 2), new AbstractMap.SimpleEntry<>(""Facebook"", 1)));
    }

    public static List<Map.Entry<String, Integer>> countCommon(List<String> items) {
        Map<String, Integer> countMap = new HashMap<>();
        for (String item : items) {
            countMap.put(item, countMap.getOrDefault(item, 0) + 1);
        }
        
        return countMap.entrySet()
            .stream()
            .sorted((a, b) -> b.getValue().equals(a.getValue()) ? a.getKey().compareTo(b.getKey()) : b.getValue().compareTo(a.getValue()))
            .collect(Collectors.toList());
    }
}
```"
13,Write a python function to find the volume of a triangular prism.,"```java
public class VolumeCalculator {
    public static double findVolume(double l, double b, double h) {
        return (l * b * h) / 2;
    }
}
```",14,"```java
assert find_Volume(10, 8, 6) == 240;
assert find_Volume(3, 2, 2) == 6;
assert find_Volume(1, 2, 1) == 1;
```"
14,Write a function to split a string at lowercase letters.,"```java
import java.util.regex.*;
import java.util.*;

public class Main {
    public static List<String> splitLowerString(String text) {
        Pattern pattern = Pattern.compile(""[a-z][^a-z]*"");
        Matcher matcher = pattern.matcher(text);
        List<String> results = new ArrayList<>();
        
        while (matcher.find()) {
            results.add(matcher.group());
        }
        
        return results;
    }
}
```",15,"```java
assert splitLowerString(""AbCd"").equals(new ArrayList<>(Arrays.asList(""bC"", ""d"")));
assert splitLowerString(""Python"").equals(new ArrayList<>(Arrays.asList(""y"", ""t"", ""h"", ""o"", ""n"")));
assert splitLowerString(""Programming"").equals(new ArrayList<>(Arrays.asList(""r"", ""o"", ""g"", ""r"", ""a"", ""m"", ""m"", ""i"", ""n"", ""g"")));
```"
15,Write a function to find sequences of lowercase letters joined with an underscore.,"```java
import java.util.regex.Pattern;
import java.util.regex.Matcher;

public class Main {
    public static String textLowercaseUnderscore(String text) {
        String patterns = ""^[a-z]+_[a-z]+$"";
        Pattern pattern = Pattern.compile(patterns);
        Matcher matcher = pattern.matcher(text);
        
        if (matcher.find()) {
            return ""Found a match!"";
        } else {
            return ""Not matched!"";
        }
    }
}
```",16,"```java
assert textLowercaseUnderscore(""aab_cbbbc"").equals(""Found a match!"");
assert textLowercaseUnderscore(""aab_Abbbc"").equals(""Not matched!"");
assert textLowercaseUnderscore(""Aaab_abbbc"").equals(""Not matched!"");
```"
16,Write a function to find the perimeter of a square.,"```java
public class Main {
    public static int squarePerimeter(int a) {
        int perimeter = 4 * a;
        return perimeter;
    }
}
```",17,"```java
assert squarePerimeter(10) == 40;
assert squarePerimeter(5) == 20;
assert squarePerimeter(4) == 16;
```"
17,Write a function to remove characters from the first string which are present in the second string.,"```java
import java.util.ArrayList;

public class StringCleaner {
    static final int NO_OF_CHARS = 256;

    public static ArrayList<Character> strToList(String str) {
        ArrayList<Character> temp = new ArrayList<>();
        for (char x : str.toCharArray()) {
            temp.add(x);
        }
        return temp;
    }

    public static String lstToString(ArrayList<Character> list) {
        StringBuilder sb = new StringBuilder();
        for (char c : list) {
            sb.append(c);
        }
        return sb.toString();
    }

    public static int[] getCharCountArray(String str) {
        int[] count = new int[NO_OF_CHARS];
        for (char i : str.toCharArray()) {
            count[i]++;
        }
        return count;
    }

    public static String[] removeDirtyChars(String string, String secondString) {
        int[] count = getCharCountArray(secondString);
        int ipInd = 0;
        int resInd = 0;
        ArrayList<Character> strList = strToList(string);
        char[] result = new char[strList.size()];

        while (ipInd != strList.size()) {
            char temp = strList.get(ipInd);
            if (count[temp] == 0) {
                result[resInd] = strList.get(ipInd);
                resInd++;
            }
            ipInd++;
        }
        String cleanedString = new String(result, 0, resInd);
        return new String[] { cleanedString };
    }

    public static void main(String[] args) {
        // Example usage
        String string = ""example"";
        String secondString = ""ae"";
        String[] result = removeDirtyChars(string, secondString);
        System.out.println(result[0]);
    }
}
```",18,"```java
assert remove_dirty_chars(""probasscurve"", ""pros"").equals(""bacuve"");
assert remove_dirty_chars(""digitalindia"", ""talent"").equals(""digiidi"");
assert remove_dirty_chars(""exoticmiles"", ""toxic"").equals(""emles"");
```"
18,Write a function to find whether a given array of integers contains any duplicate element.,"```java
import java.util.HashSet;

public class TestDuplicate {
    public static boolean testDuplicate(int[] arraynums) {
        HashSet<Integer> numsSet = new HashSet<>();
        for (int num : arraynums) {
            numsSet.add(num);
        }
        return arraynums.length != numsSet.size();
    }
}
```",19,"```java
assert test_duplicate(new int[]{1, 2, 3, 4, 5}) == false;
assert test_duplicate(new int[]{1, 2, 3, 4, 4}) == true;
assert test_duplicate(new int[]{1, 1, 2, 2, 3, 3, 4, 4, 5}) == true;
```"
19,Write a function to check if the given number is woodball or not.,"```java
public class Woodall {
    public static boolean isWoodall(int x) {
        if (x % 2 == 0) {
            return false;
        }
        if (x == 1) {
            return true;
        }
        x = x + 1;
        int p = 0;
        while (x % 2 == 0) {
            x = x / 2;
            p = p + 1;
            if (p == x) {
                return true;
            }
        }
        return false;
    }
}
```",20,"```java
assert isWoodall(383) == true;
assert isWoodall(254) == false;
assert isWoodall(200) == false;
```"
20,Write a function to find m number of multiples of n.,"```java
import java.util.ArrayList;
import java.util.List;

public class Main {
    public static List<Integer> multiplesOfNum(int m, int n) {
        List<Integer> multiplesOfNum = new ArrayList<>();
        for (int i = n; i <= (m + 1) * n; i += n) {
            multiplesOfNum.add(i);
        }
        return multiplesOfNum;
    }
}
```",21,"```java
assert multiplesOfNum(4, 3).equals(Arrays.asList(3, 6, 9, 12));
assert multiplesOfNum(2, 5).equals(Arrays.asList(5, 10));
assert multiplesOfNum(9, 2).equals(Arrays.asList(2, 4, 6, 8, 10, 12, 14, 16, 18));
```"
21,Write a function to find the first duplicate element in a given array of integers.,"```java
import java.util.HashSet;

public class Main {
    public static int findFirstDuplicate(int[] nums) {
        HashSet<Integer> numSet = new HashSet<>();
        int noDuplicate = -1;

        for (int i = 0; i < nums.length; i++) {
            if (numSet.contains(nums[i])) {
                return nums[i];
            } else {
                numSet.add(nums[i]);
            }
        }

        return noDuplicate;
    }
}
```",22,"```java
assert findFirstDuplicate(new int[]{1, 2, 3, 4, 4, 5}) == 4;
assert findFirstDuplicate(new int[]{1, 2, 3, 4}) == -1;
assert findFirstDuplicate(new int[]{1, 1, 2, 3, 3, 2, 2}) == 1;
```"
22,Write a python function to find the maximum sum of elements of list in a list of lists.,"```java
import java.util.List;

public class Main {
    public static int maximumSum(List<List<Integer>> list1) {
        int maxi = -100000;
        for (List<Integer> x : list1) {
            int sum = 0;
            for (int y : x) {
                sum += y;
            }
            maxi = Math.max(sum, maxi);
        }
        return maxi;
    }
}
```",23,"```java
assert maximum_Sum(new int[][]{{1,2,3},{4,5,6},{10,11,12},{7,8,9}}) == 33;
assert maximum_Sum(new int[][]{{0,1,1},{1,1,2},{3,2,1}}) == 6;
assert maximum_Sum(new int[][]{{0,1,3},{1,2,1},{9,8,2},{0,1,0},{6,4,8}}) == 19;
```"
23,Write a function to convert the given binary number to its decimal equivalent.,"```java
public class Main {
    public static int binaryToDecimal(int binary) {
        int decimal = 0, i = 0;
        while (binary != 0) {
            int dec = binary % 10;
            decimal += dec * Math.pow(2, i);
            binary /= 10;
            i++;
        }
        return decimal;
    }
}
```",24,"```java
assert binaryToDecimal(100) == 4;
assert binaryToDecimal(1011) == 11;
assert binaryToDecimal(1101101) == 109;
```"
24,Write a python function to find the product of non-repeated elements in a given array.,"```java
import java.util.Arrays;

public class Main {
    public static int findProduct(int[] arr, int n) {
        Arrays.sort(arr);
        int prod = 1;
        for (int i = 0; i < n; i++) {
            if (i == 0 || arr[i - 1] != arr[i]) {
                prod = prod * arr[i];
            }
        }
        return prod;
    }
}
```",25,"```java
assert find_Product(new int[]{1,1,2,3}, 4) == 6;
assert find_Product(new int[]{1,2,3,1,1}, 5) == 6;
assert find_Product(new int[]{1,1,4,5,6}, 5) == 120;
```"
25,Write a function to check if the given tuple list has all k elements.,"```java
import java.util.List;

public class Main {
    public static Tuple<Boolean> checkKElements(List<Tuple<Integer>> testList, int K) {
        boolean res = true;
        for (Tuple<Integer> tup : testList) {
            for (Integer ele : tup) {
                if (ele != K) {
                    res = false;
                }
            }
        }
        return new Tuple<>(res);
    }
}
```",26,"```java
assert checkKElements(new int[][] {{4, 4}, {4, 4, 4}, {4, 4}, {4, 4, 4, 4}, {4}}, 4) == true;
assert checkKElements(new int[][] {{7, 7, 7}, {7, 7}}, 7) == true;
assert checkKElements(new int[][] {{9, 9}, {9, 9, 9, 9}}, 7) == false;
```"
26,Write a python function to remove all digits from a list of strings.,"```java
import java.util.List;
import java.util.regex.Pattern;
import java.util.stream.Collectors;

public class Main {
    public static List<String> remove(List<String> list) {
        Pattern pattern = Pattern.compile(""[0-9]"");
        return list.stream()
                   .map(i -> pattern.matcher(i).replaceAll(""""))
                   .collect(Collectors.toList());
    }
}
```",27,"```java
assert Arrays.equals(remove(new String[]{""4words"", ""3letters"", ""4digits""}), new String[]{""words"", ""letters"", ""digits""});
assert Arrays.equals(remove(new String[]{""28Jan"", ""12Jan"", ""11Jan""}), new String[]{""Jan"", ""Jan"", ""Jan""});
assert Arrays.equals(remove(new String[]{""wonder1"", ""wonder2"", ""wonder3""}), new String[]{""wonder"", ""wonder"", ""wonder""});
```"
27,Write a python function to find binomial co-efficient.,"```java
public class BinomialCoeff {
    public static int binomialCoeff(int n, int k) {
        if (k > n) {
            return 0;
        }
        if (k == 0 || k == n) {
            return 1;
        }
        return binomialCoeff(n - 1, k - 1) + binomialCoeff(n - 1, k);
    }
}
```",28,"```java
assert binomialCoeff(5, 2) == 10;
assert binomialCoeff(4, 3) == 4;
assert binomialCoeff(3, 2) == 3;
```"
28,Write a python function to find the element occurring odd number of times.,"```java
public class Main {
    public static int getOddOccurrence(int[] arr, int arrSize) {
        for (int i = 0; i < arrSize; i++) {
            int count = 0;
            for (int j = 0; j < arrSize; j++) {
                if (arr[i] == arr[j]) {
                    count++;
                }
            }
            if (count % 2 != 0) {
                return arr[i];
            }
        }
        return -1;
    }
}
```",29,"```java
assert getOddOccurrence(new int[]{1,2,3,1,2,3,1}, 7) == 1;
assert getOddOccurrence(new int[]{1,2,3,2,3,1,3}, 7) == 3;
assert getOddOccurrence(new int[]{2,3,5,4,5,2,4,3,5,2,4,4,2}, 13) == 5;
```"
29,Write a python function to count all the substrings starting and ending with same characters.,"```java
public class Main {
    public static boolean checkEquality(String s) {
        return (s.charAt(0) == s.charAt(s.length() - 1));
    }

    public static int countSubstringWithEqualEnds(String s) {
        int result = 0;
        int n = s.length();
        for (int i = 0; i < n; i++) {
            for (int j = 1; j <= n - i; j++) {
                if (checkEquality(s.substring(i, i + j))) {
                    result++;
                }
            }
        }
        return result;
    }

    public static void main(String[] args) {
        String s = ""your_string_here""; // Replace with your input string
        System.out.println(countSubstringWithEqualEnds(s));
    }
}
```",30,"```java
assert count_Substring_With_Equal_Ends(""abc"") == 3;
assert count_Substring_With_Equal_Ends(""abcda"") == 6;
assert count_Substring_With_Equal_Ends(""ab"") == 2;
```"
30,Write a function to find the top k integers that occur most frequently from given lists of sorted and distinct integers using heap queue algorithm.,"```java
import java.util.*;

public class Solution {
    public List<Integer> func(int[][] nums, int k) {
        Map<Integer, Integer> d = new HashMap<>();
        for (int[] row : nums) {
            for (int i : row) {
                d.put(i, d.getOrDefault(i, 0) + 1);
            }
        }

        List<Entry<Integer, Integer>> temp = new ArrayList<>();
        for (Map.Entry<Integer, Integer> entry : d.entrySet()) {
            int key = entry.getKey();
            int v = entry.getValue();
            if (temp.size() < k) {
                temp.add(new AbstractMap.SimpleEntry<>(v, key));
                if (temp.size() == k) {
                    Collections.sort(temp, Comparator.comparingInt(Map.Entry::getKey));
                }
            } else {
                if (v > temp.get(0).getKey()) {
                    temp.remove(0);
                    temp.add(new AbstractMap.SimpleEntry<>(v, key));
                    Collections.sort(temp, Comparator.comparingInt(Map.Entry::getKey));
                }
            }
        }

        List<Integer> result = new ArrayList<>();
        while (!temp.isEmpty()) {
            result.add(temp.remove(temp.size() - 1).getValue());
        }
        return result;
    }
}
```",31,"```java
import java.util.Arrays;
import java.util.List;

public class Main {
    public static void main(String[] args) {
        assert Arrays.equals(func(new int[][]{{1, 2, 6}, {1, 3, 4, 5, 7, 8}, {1, 3, 5, 6, 8, 9}, {2, 5, 7, 11}, {1, 4, 7, 8, 12}}, 3), new int[]{5, 7, 1});
        assert Arrays.equals(func(new int[][]{{1, 2, 6}, {1, 3, 4, 5, 7, 8}, {1, 3, 5, 6, 8, 9}, {2, 5, 7, 11}, {1, 4, 7, 8, 12}}, 1), new int[]{1});
        assert Arrays.equals(func(new int[][]{{1, 2, 6}, {1, 3, 4, 5, 7, 8}, {1, 3, 5, 6, 8, 9}, {2, 5, 7, 11}, {1, 4, 7, 8, 12}}, 5), new int[]{6, 5, 7, 8, 1});
    }

    public static int[] func(int[][] arrays, int target) {
        // Implement your logic here
        return new int[0]; // Placeholder return
    }
}
```"
31,Write a python function to find the largest prime factor of a given number.,"```java
import java.lang.Math;

public class MaxPrimeFactors {
    public static int maxPrimeFactors(int n) {
        int maxPrime = -1;
        while (n % 2 == 0) {
            maxPrime = 2;
            n >>= 1;
        }
        for (int i = 3; i <= Math.sqrt(n); i += 2) {
            while (n % i == 0) {
                maxPrime = i;
                n /= i;
            }
        }
        if (n > 2) {
            maxPrime = n;
        }
        return maxPrime;
    }
}
```",32,"```java
assert maxPrimeFactors(15) == 5;
assert maxPrimeFactors(6) == 3;
assert maxPrimeFactors(2) == 2;
```"
32,Write a python function to convert a decimal number to binary number.,"```java
public class Main {
    public static void main(String[] args) {
        int N = 10; // Example input
        System.out.println(decimalToBinary(N));
    }

    public static int decimalToBinary(int N) {
        int B_Number = 0;
        int cnt = 0;
        while (N != 0) {
            int rem = N % 2;
            int c = (int) Math.pow(10, cnt);
            B_Number += rem * c;
            N /= 2;
            cnt++;
        }
        return B_Number;
    }
}
```",33,"```java
assert decimalToBinary(10) == 1010;
assert decimalToBinary(1) == 1;
assert decimalToBinary(20) == 10100;
```"
33,Write a python function to find the missing number in a sorted array.,"```java
public class Main {
    public static int findMissing(int[] ar, int N) {
        int l = 0;
        int r = N - 1;
        while (l <= r) {  
            int mid = (l + r) / 2;
            if (ar[mid] != mid + 1 && ar[mid - 1] == mid) { 
                return mid + 1;  
            } else if (ar[mid] != mid + 1) { 
                r = mid - 1; 
            } else { 
                l = mid + 1; 
            }
        }
        return -1;
    }
}
```",34,"```java
assert findMissing(new int[]{1, 2, 3, 5}, 4) == 4;
assert findMissing(new int[]{1, 3, 4, 5}, 4) == 2;
assert findMissing(new int[]{1, 2, 3, 5, 6, 7}, 5) == 4;
```"
34,Write a function to find the n-th rectangular number.,"```java
public class Main {
    public static long[] findRectNum(int n) {
        return new long[]{n * (n + 1)};
    }
}
```",35,"```java
assert findRectNum(4) == 20;
assert findRectNum(5) == 30;
assert findRectNum(6) == 42;
```"
35,Write a python function to find the nth digit in the proper fraction of two given numbers.,"```java
public class Main {
    public static int findNthDigit(int p, int q, int N) {
        while (N > 0) {
            N -= 1;  
            p *= 10;  
            int res = p / q;  
            p %= q;  
        }  
        return p / q; // Return the last computed result
    }
}
```",36,"```java
assert findNthDigit(1, 2, 1) == 5;
assert findNthDigit(3, 5, 1) == 6;
assert findNthDigit(5, 6, 5) == 3;
```"
36,Write a function to sort a given mixed list of integers and strings.,"```java
import java.util.ArrayList;
import java.util.Collections;

public class Main {
    public static Object[] sortMixedList(Object[] mixedList) {
        ArrayList<Integer> intPart = new ArrayList<>();
        ArrayList<String> strPart = new ArrayList<>();
        
        for (Object item : mixedList) {
            if (item instanceof Integer) {
                intPart.add((Integer) item);
            } else if (item instanceof String) {
                strPart.add((String) item);
            }
        }
        
        Collections.sort(intPart);
        Collections.sort(strPart);
        
        ArrayList<Object> sortedList = new ArrayList<>(intPart);
        sortedList.addAll(strPart);
        
        return sortedList.toArray();
    }
}
```",37,"```java
assert sortMixedList(new Object[]{19, ""red"", 12, ""green"", ""blue"", 10, ""white"", ""green"", 1}).equals(new Object[]{1, 10, 12, 19, ""blue"", ""green"", ""green"", ""red"", ""white""});
assert sortMixedList(new Object[]{19, ""red"", 12, ""green"", ""blue"", 10, ""white"", ""green"", 1}).equals(new Object[]{1, 10, 12, 19, ""blue"", ""green"", ""green"", ""red"", ""white""});
assert sortMixedList(new Object[]{19, ""red"", 12, ""green"", ""blue"", 10, ""white"", ""green"", 1}).equals(new Object[]{1, 10, 12, 19, ""blue"", ""green"", ""green"", ""red"", ""white""});
```"
37,Write a function to find the division of first even and odd number of a given list.,"```java
import java.util.List;
import java.util.Optional;

public class Main {
    public static double divEvenOdd(List<Integer> list1) {
        Optional<Integer> firstEven = list1.stream().filter(el -> el % 2 == 0).findFirst();
        Optional<Integer> firstOdd = list1.stream().filter(el -> el % 2 != 0).findFirst();
        
        int even = firstEven.orElse(-1);
        int odd = firstOdd.orElse(-1);
        
        return (double) even / odd;
    }
}
```",38,"```java
assert divEvenOdd(new int[]{1, 3, 5, 7, 4, 1, 6, 8}) == 4;
assert divEvenOdd(new int[]{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}) == 2;
assert divEvenOdd(new int[]{1, 5, 7, 9, 10}) == 10;
```"
